text,cleaned_label
 esatto ho quella ,
 si orail 0401devo riattivare special 1000 ma mi costa 15 euro al mese sono cliente da 10 anni ,
 avevo scritto perché l app mi dava errore nell attivazione ,
 perfetto hai il consenso  grazie marco grazie mille ,
 ok io nn ho nessun messaggio inviato ,
 e soprattutto invio sms a numeri italiani che conosco non certo a numeri inglesi ,
 ma non e a pagamento vero ,
 ok per la segnalazione ,
 piu di 24 ore fa ormai ,
 levando i msg solo minuti e internet ,
 niente non ci capiamo grazie cmq e buona serata ,
 grazie mille era l unico problema riscontrato pirtroppo non dava la possibilità di disattivarlo direttamente dall app  ,
 si sul contatore christmas card dico dice contatore da 2 gb e non da 4 gb c è qualcuno ,
 ho bisogno di gigastanno terminando si possono aggiungere ,
 5 euro qualkosa di gratis no va bn grazie lo stesso ,
 eh ma se un operatore mi ha detto oggi io l ho fatta oggi ,
 e lo posso fare dal sito  ,
 salve volevo attivare la special 1000 ,
 si è attivato un servizio digitale zappfun non richiesto e sono stati addebitati 7 euro li posso recuperare i ,
 si gia avevo intenzione di cambiarla ,
 se mi vengono restituiti i 2€ si lo preferirei ,
 ma devo dinuovo ricaricare ,
 perché nn me l ha fatto fare ,
 vabene m puoi confermare la promo in questione qual è ,
 si appunto e non è conveniente rispetto ad altri operatori volevo evitare di cambiare ,
 e quanto mi costa 1 gb ,
 ok allora ci chiamerò presto chattero forse è già attiva la crismarcard ,
 sono erica ciao ,
 salve salve chi c è in linea ,
 ok è sparito ,
 fino a mezzanotte del 3 o del 2 cioè oggi a mezzanotte si disattiva ,
 ma mica mi avete mai regalato qualcosa ,
 ciao sono salvatore ,
 si un altra domanda un pò banalela connessione va e vie quale può essere la causa esempio io sono seduto al divano e la connessione in alcuni momenti è veloce e in atri è lentissima ,
 grazie per l assistenza buona giornata ,
 ok va bene grazie mille e scusi il disturbo  ,
 grazie mille gentilissima tantissimi auguri di buon anno ,
 sei super disponibile nonostante sia sabato sera e lavorare non sarà il massimo ,
 salve mi è appena arrivato un sms ,
 buonasera stavo aspettando un ricontatto da parte vostra oggi la collega mi parlava di un mal funzionamento del terminale ,
 ok spero di aver risolto x adesso grazie ,
 buon giorno chiedo gentilmente la cancellazione della registrazione del mio numero di adsl 0173062709 intestato a matteo perillo dal sito della vodafone ,
 quindi poi dovri pagare 8 euro a settimana avendo poi 2gb a settimana ,
 a perche disattivato da solo ,
 scusa una persona che non capisce un tubo su queste cose deve effettuare tutte queste cose ,
 no mi tolgono ogni settimana 399 ,
 avrei bisogno di info sulle promo attive ,
 ciao potresti disattivarmi 4g illimitati  e anche  smart  200 e attivarmi  special 1000 ,
 non si può attivare navigazione a consumo ,
 neanche se dovessi cambiare piano tariffario o promozione attiva nel mio numero of operatore ,
 ok ti ringrazio buona giornata ,
 ok ti ringrazio buona giornata ,
 ok ti ringrazio buona giornata ,
 ciao  ascolti io devo intestarmi questo numero ,
 ho parlatopoco fa conuna collega ma e caduta la connessioneho perso lachat malacollega ho visto ha gia risolto il problemagrazie buona giornata  ,
 no grazie solo quello buona giornata ,
 messaggi illimitati chiamate illimitate 1 g quasi nai consumato come ci arrivo ad altre cifre ,
 viene fuori non riesco a visualisare questa pagina ,
 buonasera vorrei sapere dettagliatamente cosa comprende il mio piano tariffario attivo sul numero di rete fissa 098436226 ,
 e avevo richiesto se poteva essere disattivata la special ,
 d accordo arrivederci grazie del tempo che mi ha dedicato le auguro una buona serata no sono apposto così grazie ,
 ok grazir mille allora ,
 ciao in fattura mi sono trovata addebidata il costo della vodafone station ,
 ok quindi aspetto il prossimo mese  ,
 nn c è costo di attivazione ,
 cosa sono tutte quelle promozioni per curiosità ,
 vi ripeto che non lo aveva mai fatto ,
 sì oggi scopro che la fattura non è stata pagata dal mio cc e inoltre è stata spedita ad indirizzo errato ,
 si sempre rosso ,
 visti link mi conviene cambiare e saldare gentilissimo salve ,
 ok allora ora provo ,
 solo 25  senza i 5 aggiuntivi giusto  allora ,
 cioela sim del telefono è vodafone e adsl è sempre vodafone e sempre mia ,
 si si ma è da giro che ce questo problema giorni ,
 i 15 gb sono in aggiunta al giga che già ho o sono 15 in totale ,
 si si era quello che intendevo grazie ancor di più allora buon anno e buon lavoro molto gentile e competente ,
 e cosa mi resta disattivare ,
 grazie mille per la collaborazione adesso chiudo io grazie ancora ,
 no grazie va benissimo cosi  buona sera ,
 certo e nel frattempo non è possibile aggiungere dei giga ,
 e dove posso vederlo attraverso la mia app ,
 200mila sarebbe la quarta parte di 1 giga giusto scusa  200 mb ,
 ok grazie lo stesso buona giornata ,
 buongiorno mi può confermare che i servizi digitali a pagamento sono stati disattivati escludo di averlo fatto volontariamente ,
 certo ma non possono conttarmi oggi perché passa il tempo poi ,
 ok per cui poi la vedrò sul my vodafone  ,
 salve come posso attivare il servizio chiamami ,
 ok grazie mille per l aiuto  ,
 buongiorno ciao cristina ho problemi per la linea internet wifi ,
 mi piacerebbe capire  ma mi ridate i 10e scusa tanto siam 2 pensionati ,
 salvevorrei sapere dove posso vedere un resoconto delle spese fatte nell ultimo mese ,
 no meglio di no va bene la tariffa a consumo ,
 o parlato con una vostra collega e mi diceva che potevo attivarla ,
 okay cmq hai proceduto con la promozione vodafone shake ,
 oltre alla promozione che ho attiva  ,
 non capisco a cosa si riferiscono i due addebiti di ieri a nome palmago ,
 vodafone esclusive io non l ho mai chiesto pago 19 tutti i mesi ,
 mia moglie paga 15 euro al mese e ugualmente ha 4 giga ,
 poi mi sn svegliato verso mezzo giorno e da li ad adesso nnt piu ,
 ma tempo fa scadeva il giorno 11questo mese il 5 ,
 ok perfettoallora aspetto e vedo un po nel frattempo grazie ,
 cercavo offerte da circa 10€ al mese ,
 appena presso alla vodafone uno smartphone 55 pollici della vodafone non conosco la marca ma fino a ieri sera ha funzionato perfettamente ,
 buongiorno ho notato che ci sono addebiti per servizi digitali ,
 segnalo diversamente ciao ,
 adesso purtroppo nn posso parlare telefonicamente ,
 promo sulla sim 2giga in 4g ,
 quindi devo riscrivere la domanda tra un oretta su questa chat ,
 di un altra promozione ,
 si quest ultima volta non l ho usato molto ,
 5€ x qualche giorno ,
 eh non ce n è nessuno che soddisfi le mie esigenze vabbegrazie comunquearrivederci ,
 volevo sapere che problema c è sulla linea ,
 vorrei aggiungere giga al mio attuale contratto ricaricabile ,
 come si fa non si riesce a contattare nessuno ,
 perfetto grazie mille a altra cosa ,
 nooooo allora kme posso fare x avere un altro giga siiiii grazie ,
 ok quando sarà attiva ,
 grazie ma quindi adesso pago 6 € al giorno  ,
 grazie pensavo che magari potevate spedirlo ,
 potrei aggiungere degli sms al mio piano tariffario senza spendere troppo ,
 sul mio telefono ,
 oppure aggiungere una promozione di internet momentanea ,
 ciao  mi sono stati tolti dei soldi per dei servizi a pagamento che sono stati attivati senza che io volessi ,
 ok grazie me l attiva gentilmente ,
 grazie ancora buona serata anche a te sei stata gentilissima ,
 se possibile sì ,
 vuoi il suo numero3458906444 ,
 no io pagò già la promozione a 10 euro ,
 ci provo e rimango in linea ,
 no il conto parla di 24 euro mi pare ,
 ah ho capito  grazie mille era solo x sapere  buona serata e grazie ancora ,
 scusa valeria prima ero in chat con valentina ma per errore ho chiuso ,
 va bene ti ringrazio gentilissimo o gentilissima comunque buon anno ,
 e queste hanno il prezzo di 10€ ,
 ma non è possibile gratuitamente ,
 ok grazie nel caso si possono sbloccare in un futuro ,
 capisco provo a contattare loro grazie e buona giornata ,
 e arrivato adesso il mex 3400000000 ,
 salve  stavo procedendo con un suo collega al blocco e al rimborso dei servizi digitali ,
 salve la contatto x sapere xche mi hanno tolto 025 ci 6 ,
 ma se stavo provando a dormire e mi svegliava sempre oltretutto di notte è particolarmente fastidioso e vergognoso ,
 si ho quella allora in totale pagherei 30 euro al mese ,
 si perché  se hai credito te lo attivano automaticamente ,
 ok perfetto no apposto cosi gtazie mille ,
 ok il problema è ke qualke giorno fa ho fatto l sos ,
 ciao volevo intestare i qsto num l ho avuto in regalo e possibile ,
 no grazie mille ti auguro buon anno ,
 sulla pagina facebook androidit o una cosa del genere non ricordo bene il nome ,
 vi do il mio numero iban ed effettuate ora il bonifico oppure datemi i vostri estremi ed effetto io il bonifico bancario ora ,
 volevo scrivere spotify p ,
 ok grazie mille per la sua disponibilità ,
 ma special 1000 non è ancora  attiva ,
 mi può spiegare il motivo cortesemente ,
 gratuito niente ok ci penso grazie ,
 noè cmq lo stesso ke mi comunica tuttoquando effetttuo ricarikequando sono vicino alla scadenza delle offerte ,
 sarebbe interessante quanti rinnovi si possono fare con questa offerta  ,
 cosa sono i servizi digitali  io non ho attivato nulla ,
 ci sono problemi con la chat ,
 chiedo scusa ma parlando cn persone e leggendo su internet so cosi ,
 okattivando questa la mia rimane valida ,
 ma cosa centra ahh quindi non va giù credito  ,
 quindi se chiamo ora è attivo fino alle 1440 di domani ,
 ma stiamo scherzando getteró la sim ok cambieró numero ,
 ok intanto grazie ,
 ok grazie intanto ,
 è l operatore che mi ha chiamato a dicembre che a quanto pare ha sbagliato ,
 controllato tutti i collegamenti ed è tt corretto si l ho appena comprato e provato ora ,
 vabbè intanto puoi attivarmela ,
 per esempio adesso me ne stanno arrivando uno dopo l altro ,
 salve come posso bloccare il costo dei servizi multimediali sms ,
 buono va bene adesso provo a sentire altri gestori e valutero ,
 ma non è che non funzionano perché è sotto di  528 ,
 quando e in scadenza ,
 certo pago il residuo e non avviene automaticamente ,
 esatto ma la sim che usa mio marito è rimasta una ricaricabile ,
 ciao volevo sapere un info ,
 ho gia provato ma non me lo da ugualmente ,
 tra ne chiamare   o ricevere la telefonata tutto funziona ,
 non si può riattivare ,
 cmq grazie tante per le informazioni ,
 scusami non li ricordo ma èintestato a me ,
 ok grazie per la cortesia buon lavoro ,
 ok grazie mille gentilissimo buona giornata ,
 sì molte grazie ,
 ok perfetto grazie per tutto ,
 assolutamente no  quando ,
 quindi come dovrei procedere visto che ho tutti i requisiti ,
 va bene ti ringrazio per l aiuto buon lavoro e buona giornata  ,
 vorrei anche sapere come si disattivano le chiamate ai numeri speciali quelli a pagamento ,
 esclusive è attivo o devo aspettare l sms ,
 la ringrazio la special 1000 invece ,
 ok dovrò aspettare il 30 x navigare ,
 quindi  totale  dovrei  fare una ricarica  da 30 euro ,
 quindi per questo ,
 eh si è la prima volta per me ,
 che numero devo fare grazie mille ,
 salve ho due domande ,
 buongiorno volevo disattivare 2 promozioni christmas card e smart 200 ,
 sì la special 1000 1000 min 1000 sms 2 gb devo attendere ,
 ok va bene grazie e buon anno ,
 prima mi diceva che erano sbagliati username e paswoord adesso provo ,
 mi sa mi sa che passò a tre ,
 il 30 gennai9 o vabbene la ringrazio arrivederci ,
 come posso attivare l hotspot ,
 una si è una no ok allora grazie buon anno ancora grazie ,
 per quanti mesia che costo ,
 può attivarmi lei sos internet ,
 ok grazie aspetterò la prima promo valida ,
 non si può fare subito ,
 voglio attivare special 1000 4gb su questo numero ,
 eh be sì ahahah allora vedo cosa fare ,
 la mia connessione a che ora é ,
 e quindi adesso quando dovrei farla ,
 ma è 1 mese e nn ho notizie ,
 ma in esclusive cosa c è exclusive ,
 ma nell app non vedo questo ,
 e verde può essere in bolletta non pagata ,
 me lo avrete mandato ma non l ho ricevuto ma vabbè arrivederci ,
 no non ho inserito numeri di telefono ,
 si ma mi è sparita la summer card ,
 ok ha un costo ,
 però sul contatore i giga del internet sono quelli dell altra offerta ,
 posso sapere quanto mi è stato accreditatodi x l ultimo rinnovo ,
 ciao  ilaria  volevo chiederti se era possibile bloccare i servizi digitali vop ,
 buona sera mia figlia per errore ha attivato un abbonamento settimanale su qst numero ,
 devi disattivarmi tutte e due promozione ,
 ciao la mia connessione va lentissima ,
 3400000000 spero che stavolta si risolva davvero ,
 si è da lì sembra andare tutto bene ,
 che piano taiffario ha che promo si possono attivare ,
 faccio chiamate e pago e nn mi sono stati scalati i 5€ ,
 nel senso la fattura arriva esclusa di iva  ok ,
 perché sono a 260 forse ma non me lo accetta ,
 telefono wifi la mia rete info e supporto impostazioni dicci la tua ho queste voci e basta ,
 appunto secondo me ho qualche virus o roba simile che mi fa consumare ,
 ciaola mia rete fissa non prene quasi niente come posso fareq ,
 perfetto grazie davvero ,
 subito  allora ok facciamolo ,
 ok grazie allora ciao buon lavoro e buon anno ,
 no allora nulla grazie mille ,
 ok perfetto è tutto sei stata più che gentile e utile ,
 infatti quelli gratuite li potete attivaresolamente a chi ci piace a voi ,
 no questo mi serviva ,
 ciao amerigo vorrei notizie in merito al passaggio del numero 3383440516 su questo nuovo ,
 ok alloraper il momento non attivo nulla aspetto le offerte grazie e buon anno ,
 allora devo attendere sms di attivazione ,
 ma costa per attivarlo ,
 okok quindi aspetto i messaggi di conferma sia di disattivazione di queste ke ho sia di riattivazione della nuova promozione ,
 che significato e che verifica posso fare ,
 la station è connessa si già unavolta ma penso piu alla     parte finale quella con lae ,
 ok e stato davvero gentile  mi scuso del disturbo grazie mille e buona serata ,
 ok io comunque ho fatto i vari test del vostro sito ,
 so che potete sollecitare pero ,
 si si certo molto spesso sto collegata con il wifi ,
 non vedo il senso ho fatto solo un numero col conto corrente ,
 l importante che non mi venga decennale la cifra oggi decennaledepennata ,
 solo io ,
 è possibile che in futuro sia attivabile a tutti oppure è impossibile ,
 okposso disattivarlo e tenere attive solo l extra 5gb e l esclusiva ,
 quindi non sarà  più  possibile attivarli neanche erroneamente corretto ,
 la mia linea non si collega ad internet ,
 perfetto che tipo di notifiche di banca  carta di credito verranno bloccati ,
 e questo con cui la sto contattando 3400000000 ,
 vabbene quindi aspetto il messaggio di attivazione ,
 no colgo occasione per augurarti l inizio di buon anno ,
 ne avevo vista una da 7€ al mese ,
 ciao sono luigi non mi torna il mio credito  resifuo ,
 grazie mille quale promozione quella dei dati a consumo o quella dei 1000 chiamate sms e 4 gb capito molto gentile ,
 ah se si può fare si grazie ,
 ciao mi sono stati addebitati dei costi per dei servizi non richiesti come faccio a toglierli ,
 aaa ok e che cosa e il premio da 20 euro ,
 questo si attiva quando finisco i gb ,
 okma volevo sapere poi è un offerta a vita ,
 ciao sto finendo i giga che facciamo ,
 va benissimo allora mi è già arrivato l sms gentilissima ,
 3400000000 non disattivatela a lui ora  ,
 si però i 19 € del attivazione x forza ogni volta ogni volta che cambio offerta intendonon si possono evitare ,
 e vorrei che cambiaste il canale wifi perché la linea fa abbastanza pena dalla vicina alla camera da letto sembra di entrare nel bunker cucina e si perde la linea ,
 no nn si capisce ,
 ma perché  non  si rinnovano ibgiga ,
 con carta di credito ho comprato le tessere dove inserisco il codice della ricarica ,
 se ha mandato una segnalazione la ringrazio e aspetto un sms grazie ,
 capito 3400000000 vodafone e per l appuntamento ,
 quindi è possibile farlo ,
 ok grazie procedo con la disdetta ,
 era una cosa vecchia del contratto precedente vorrei bloccarla immediatamente ,
 c è qualcuno ,
 c è qualcuno ,
 c è qualcuno ,
 c è qualcuno ,
 c è qualcuno ,
 c è qualcuno ,
 e poi io stamane non ho inviato nex sms ,
 e come faccio a toglierlo ,
 quindi la prossima fattura sata di 56 € sei ancora in linea ,
 okay grazie e buona giornata ,
 quindi mn ci sono altre cose a pagamento attivi sul mio numero vero ,
 perfetto adesso l ho ricevuta correttamente compreso il pdf ,
 3400000000 mi scusi l addebito  è stato  di 75 ,
 perché  è  a pagamento ,
 e quanto ci mette ad attivarsi ,
 nella mia bolletta conto telefonico bimestre 14 ottobre 201512 dicembre 2015 compare modalità di pagamento addebito su carta di credito american express al quale io non ho dato nessun consenso ,
 lei nn può mettermi in contatto con qlcuno ,
 visto che la n chat da oggi che vengo preso per i fondelli dai tuoi colleghi incompetenti ,
 ok grazie mille buon ano ,
 ciao giuseppe mi potresti disattivare la christmas card mi si riattiva domani ,
 mi vengono addebitati 254€ per servizi digitali quando io non sono iscritto al sito web menzionato ,
 ok ho provato tutto ok grazie mille siete i migliori ,
 non capisco   può vedere nel suo pc ,
 e non può disattivarlo da subito ,
 ok ho altri servizi gratis come ad esempio spotify  ,
 ma che tipo di problema ,
 ciao camilla vuolevo sapere se era stata attivata su questo numero la crismar card ,
 non la conoscevo comela attivo ,
 buongiorno ho aperto una segnalazione ieri per un problema alla mia connessione wifi pratica numo numero 6216068 ,
 ma non ricordo quando penso il 20 circa ,
 a ok proverò ad andare dove l ho acquistato ,
 ok quindi non ho altri servizi attivi vodafone e non vodafone es suonerie contenuti a pagamento ,
 posso chiederti un informazione su una convenzione ,
 grazie io dovrei avere una tariffa da 10 € al mese incece pago il doppio ,
 la linea si interrompe continuamente ho già fatto una segnalazione ieri ,
 male tim me lo fa vabbe grazie lo stesso passerò con loro buon lavoro ,
 non è giusto ,
 ora vorrei sapere perché sono a punto e a capo si ora non va e ieri sera andava e veniva ,
 no ti ringrazio buona serata ,
 se io chiamo ad un numero italiano all estero questo ha un costo ,
 grazie mille e complimenti per il servizio molto utile sei stata gentilissima grazie ,
 ciao mi è stata disattiva la special 1000 auguri di buon anno ,
 buonaserasiccome mi arrivano di continuoi messaggi sul creditoe possibile eliminare questa cosa ,
 e questo link da qui posso vedere l avanzamentco de della pratica ,
 io ho io l ho attivata fino a qualche settimana fa ,
 scusa ma non sta spuntato ke é attivo secondo me é qualke altra kosa ,
 beh non sarebbe la prima volta che ci sono sorprese grazie ,
 grazie mille ma per ora rimango con la mia tariffa sei stata molto gentile ,
 ciao vorrei disattivare i servizi digitali e anche la segreteria telefonica ,
 ah bella cosa in tanti anni come cliente non ho mai avuto problemi adesso uno dietro l altro sono molto molto insoddisfatta ,
 ma scusa nn è 5 € a settimana  ,
 ok grazie mille procedi con il bloccoe il rimborso ,
 vabbe fa niente grazie mille ,
 la devo fare oggi a mezza notte da 10 ,
 sisi alla fine chi mi kiama cmq paga giusto ,
 3400000000 e lo o provato 2 volte spero nn mi scaricano 18x2 ,
 e ormai sono diversi giorni che internet non funziona ok grazie ,
 si confermo ,
 si confermo ,
 si confermo ,
 si confermo ,
 si confermo ,
 si confermo ,
 relax ci sarà un contratto tra l altro registrate pure la conversazione ,
 per smettere il pagamento del device ,
 12€ oltre alle 10€ della mia primo perciò pagherei 22€ al mese ,
 grazie mille molto gentile buona serata ,
 avendo la relax completa  incluso il traffico internet all estero  se utilizzassi lo smartphone come hotspot all estero avrei dei dei costi aggiuntivi ,
 mi poi arrivare un giga grazie ,
 un attimo sa dirmi il link preciso della pagina  ,
 sì sì fatto tutto ma ancora mi naviga a consumo ,
 ma sul telefonino nulla ,
 ne anche 20 ,
 ok per quello mi informerò su google ,
 ciao ho problemi con la mia linea non si collega ,
 al questo pacchetto cosa hai attivato ,
 peccato mi serviva per oggi  che costo ha ,
 ok ma rimane o si disattiva ,
 mia station non si vede il display ,
 va bene  e un altra promozione simile ,
 a 10 ce qualcosa ,
 dalla promo risulta che ho 1 anno infinity o chilli gratuito come vi accedo ,
 a quest ora non so dove andare a ricaricare tutti chiusi ormai giulia sei ancora qui ,
 il problema che rinnovando summer card  spenderei 10 euro oggi e 10 euro fra 6 giorni quando si riattiva la promozione sbaglio ,
 mi spiace ma sono al lavoro e la pratica è a casa ,
 scusami no sono a posto così grazie mille buon lavoro ,
 allora vodafone under 30 se è possibile ,
 okpotrei chiedere perché la squadre smart mi risulta disattiva leggendo dall app ,
 la mia promo nn lo prevede l host ,
 no per ora  adesso provograzie  mille ,
 anche le telefonate non c è propio servizio ,
 nel caso il 7 posso disattivarlo ,
 no sono a posto così grazie e buon anno ,
 no lasci perdere arrivederci ,
 posso sapere il dettaglio delle spese per cosa sono quei 16 euro ,
 come dovrebbe avvenire per i 50 pagati al centro vodafone quindi 100 ,
 no non l ho attivata quanto costa e cosa offre ,
 e ad alcuni è arrivato il messaggio ,
 ciao internet sta finendo avete qualke promo ,
 mi è partita per sbaglionon è possibile il rimborso ,
 tranquilla lo faccio io grazie gentilissima ,
 per caso possiamo attivare il barring anche sul numero 3463330293 ,
 niente aspetterò la fortuna grazie ,
 x quanto riguarda la mia sim ,
 se invece scadono che succede che piano ho ,
 siiiiii mi faccia un bonifico hahahaha niente a posto così  ,
 il sito vodafoneit come offerta relativa al mio numero ,
 attivando la christmas card ho erroneamente cancellato il piano under 30 già attivo sul mio telefono è possibile ripristinarlograzie ,
 no ho solo il my vodafone ,
 neanche su facebook è successo qualcosa al cellulare ,
 e se la faccia una risata che non porta via ne tempo ne denaro ,
 si in tutto quanti gb avrei ,
 num di casa si piu telefono s4 30 euro ogni 2 mesi ,
 no è un samsung ma non saprei dirti il modello ,
 ciaovorrei sapere se sulla mia tim la gunzione hot spot è a pagamento ,
 c è modo di avere un blocco totale dei servizi digitali ok perfetto grazie e buona giornata ,
 ok  qualche minuto mi ha detto ,
 buongiorno fino a quando sono vincolato a vodafone ,
 anche subito se si puo ,
 anche 1g extra ,
 quella che ho attiva su questa scheda summer 500 mi sembra di chiami ,
 intesa sanpaolo richiesta autorizzazione di 2998 euro con la carta 67622539 presso gamestop 2513 2 cagliari  2412 ore 1857 no al bagno ci so andare da solo grazie ,
 buonasera volevo sapere che offerte ho attive e i relativi costi ,
 sì si tutto pagato ,
 volevo dire che state facendosi sconnette da sola ogni minuto ,
 sì graziefagli presente che ho già altre propostese vuoi giragli la ns chat ciao e grazie  ,
 mi piace avere sempre info aggiornate  ,
 è sempre la stessa agenzia k attiva le promozioji e nonostante le mie lamentele nn cambia nulla ,
 ok sarà da 7 ma andrà a 1 forse ,
 no come ripeto cambierò operatore ,
 ahhh quindi solo questo ,
 un attimo e controllo ip ce l ho automatico anche dns ,
 in cosa consiste vodafon exscusive ci sei  ,
 oknon mi è stata affatto utile ma grazie lo stesso ,
 la sto facendo un secondo solo  ,
 ma la richiesta di attivazione c è ,
 lo so ma nella mia zona non ne hanno  ,
 mi sembra di ricordare che anni fa offrivate questo servizio ,
 quindi appena finisco i megabyte mi scalano 2 euro ,
 ciaovoglio sapere che servizio sto pagando a 1€ ,
 ok ma cosa implica di preciso ,
 ok non ce piu l opzione grazie ,
 lo so già allora ricevo un messaggio ,
 i servizi digitali sono stati attivati per errore tramite una pubblicita internet non gli o mai usati puoi disattivarli ,
 dettaglio costi e traffico del mese di dicembre ha avuto modo di vederlo ,
 ti ringrazio per l aiuto buon lavoro ,
 come è possibile ho fatto una ricarica da 10 ieri ,
 hai provveduto tu a fare la segnalazione ,
 ok grazie il costo è di 050 centesimi vero ,
 faccio subito la ricarica dairicordati é grazie molto gentilebuon lavoro e buona giornata ,
 tenendo presente che nn mi è arrivata neppure per posta il bollettino ,
 eh allora mi conviene passare a wind ,
 quando avviene il rinnovo  ,
 e così poi posso aggiungere altri giga ,
 no voglio un numero preferito e 2 gb ,
 qualcosa di mensile invece ,
 ciao posso essere richiamato ,
 dammi un indirizzo mail che faccio reclamo e mando la registrazione ,
 si certamente il mio numero è 3246832047 a meno male che ci sei ,
 cosa significa umts  forse attivazione di special 100 ,
 il numero pratica è 265030138 ,
 io non l ho attivata ,
 non si può accedere a qualque promozione piu vantaggiosa ,
 ah ok molto gentile grazie1000 ,
 salve laura ieri ho ricaricato 15€ e la vodafone ne doveva ritirare 14 ,
 ciao avevo vodofon special lo sostituita con vodafone specil 1000 4 g sospesa non posso riavere ancora vodofon special 1080 ,
 vorrei disattivare la conferma ricevuta consegna ,
 ok questa comunicazione mi mancava  ma come mai in passato avevo una connessione ottima  stesso civico stessa centralina esterna ,
 3400000000 vorrei anche sapere il dettaglio dei costi della christmas card ,
 come mai a dei miei amici è arrivata a 13 euro ,
 il numero dove caricare è quello già dato cioè 3485564385 ,
 onestamente non lo ricordo perché non lo uso ,
 ciao ho bisogno di cambiare promozione ,
 dunque se lo utilizzo che succede ah ok ,
 buon giorno vorrei attivare 500 minuti verso tutti ,
 io al piano sotto ho uno switch di rete con attaccato skysmart tvxboxal piano sopra c é la station con attaccata solo una telecamera si lo sta facendo ,
 mi controlla per favore questa boletta ho pagato il trasloco linea ,
 x favore  cm puoi aiutarmi ce ricarico 20 euro al mese ,
 ok grazie esco da chat ,
 ok grazie mille e buon lavoro ,
 ieri ho terminato quasi tutti i dati a disposizione tutti in un pomeriggio ancora mancano 14 giorni prima del rinnovo ,
 va bene grazie mille buon anno nuovo ? ,
 a un cliente storico non riuscite a darlo gratis ,
 i 2 gb a 5 € sono a 4 g gli altri sono da smart 500 ,
 e internet sempre 4g ,
 buongiorno devo sbloccare la mia utenza sul portale 190 ,
 buon anno ci sei ,
 no il numero civico è errato è 124 ,
 attendo da giorni una chiamata di un tecnico  ,
 il mio telefono non c è nella lista ,
 e nn puoi toglierla x cortesia ,
 buongiorno ho già parlato con una vostra collega vorrei arrivare chiamami sul numero 3895632888 attivare no arrivare scusami ,
 buongiorno  io avevo disattivato la chrismans cardcome mai nei contatori mi risulta attiva ,
 non e un problema di cellulari ,
 ma non li ho mai attivati ,
 grazie buona giornata e ancora complimenti ,
 no troppo io voglio ridurre il costo ,
 e se la disattivo domani ,
 in base a cosa mandano questo sms ,
 l ho fatto ,
 si ma navigo a 18 mb ,
 sai dirmi se usciranno nuove offerte ,
 salve buongiorno posso chiedergli un informazione ,
 si xke dovrei attivare la nano ,
 scusi quindi quando finisce i giga in automatico gli vengono scalati 2 euro ,
 va bene grazie mille e buona serata ,
 va bene  grazie mille e buona serata ,
 costa l attivazione di questo inoltro di chiamata ,
 non hai nessuna promozione ,
 grazie mille gentilissimabuon anno e buon lavoro ,
 vorrei sapere se mi sono stati attivati abbonamenti strani ,
 se solo loro no grazie ,
 quindi i 5gb si sommano ai 4 che già ho giusto ,
 e 5 giga invece ,
 ho provato a spegnere e riaccendere la station senza risultato ,
 ciao vorrei arrivare christmas cardo ma dice che non è comparibile compatibile ,
 la ricarica automatica tramite carta di credito per quando è prevista questo mese ,
 ok grazie mille buon fine settimana ,
 quanto tempo mi dura ,
 buona sera la contatto perché so della promozione special mille ,
 no è sempre la stessa ,
 ah ne sono passati 2 ok era la dicitura mi sembrava diversa ,
 quello lo so anche io infatti ho specificato allo stesso prezzo ,
 se é possibile si giusto per ricoprire il periodo ,
 ok ci sono problemi ,
 sono oltre 10 euro segnati come yinterest non so nemmeno cosa siano ,
 il numero di telefono fisso è 031 510268 sì ,
 come con un gestore esternoe di cosa si tratta ,
 vuol dire che pago adesso e tra un pogiusto ,
 come mai nn ho più il 4 g ,
 grazie  mille per l assistenza saluti ,
 grazie e arrivederci ,
 grazie  e arrivederci ,
 arrivederci e grazie ,
 ok grazie mille ora mi si è attivata vodafone extra spengo e riaccendo giusto grazie mille pasquale buona giornata ,
 mi arriverà a casa la lettera quindi di quello ,
 ok con fibra sarà piu basso spero ,
 si ma niente proprio ,
 mi pare ci sia un errore ,
 si ma dice solo che è buona ,
 esegui reset factory e software da li non l ho piu visto navigavo lento 45 mb capita spesso c6 ancora ,
 a ok scusa ma sono un po imbranata hihi sei gentilissimo grazie ,
 x ora attiva la poi al prossimo mese vedrò se tenerla ,
 prima di confermate l attivazione c era scritto costo attivazione 0€ ,
 la ringrazio e miscuso per averle fatto perdere tempo arrivederci ,
 ok adesso lei mi rimanda l email ,
 peccato proverò a vedere se altri operatori fanno qualcosa di simile grazie ,
 lo vedo wifi vodafone però sono a casa oltre alla mia station ovviamente ,
 si allora facciamo il riparti da zero a 5 euro ,
 buongiorno io tempo fa ho cambiato la segreteria ora vorrei riimpostare quella predefinira come faccio ,
 comunque come si fa per bloccare questo servizio che sarebbe da denunciare  ,
 mentre faccio il numero mi da sempre occupato ,
 nonostante la mia offerta sia attiva ed il credito sufficiente ed il segnale sia buono ,
 ook la ringrazio ,
 che mi spetano ,
 si quale sarebbe ,
 allora attendo fiducioso ma non era giá in corso da due giorni la sostituzione ,
 mi sembra di no ok grazie mille ,
 ok grazie mille katia buon lavoro e buon anno  ,
 di quanto sarebbe l aumento di spesa ,
 posso rinunciare a christmas  prima che si rinnova ,
